mined_at,created_at,year,month,day,day_of_week,hour,minute,tweet_id,tweet_id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,hashtags,source,language,screen_name,user_tweet_id,user_tweet_id_str,user_favourites_count,followers_count,friends_count,text
2020-06-21 12:35:33.234012,2020-06-18 11:50:31+00:00,2020,6,18,3,11,50,1273583869753724930,1273583869753724930,jelleprins,1.273583081321042e+18,16546619.0,[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nl,GHengeveld,20709019,20709019,889,1484,1750,"@jelleprins @picnic @JumboSupermarkt @albertheijn Geen ervaring met die van Jumbo of AH, maar die van Picnic is so gebruiksvriendelijk dat mijn zoontje van 3 de boodschappen doet."
2020-06-21 12:35:33.966576,2020-06-18 11:50:31+00:00,2020,6,18,3,11,50,1273583869753724930,1273583869753724930,jelleprins,1.273583081321042e+18,16546619.0,[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nl,GHengeveld,20709019,20709019,889,1484,1750,"@jelleprins @picnic @JumboSupermarkt @albertheijn Geen ervaring met die van Jumbo of AH, maar die van Picnic is so gebruiksvriendelijk dat mijn zoontje van 3 de boodschappen doet."
2020-06-21 12:35:33.776462,2020-06-18 11:50:31+00:00,2020,6,18,3,11,50,1273583869753724930,1273583869753724930,jelleprins,1.273583081321042e+18,16546619.0,[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nl,GHengeveld,20709019,20709019,889,1484,1750,"@jelleprins @picnic @JumboSupermarkt @albertheijn Geen ervaring met die van Jumbo of AH, maar die van Picnic is so gebruiksvriendelijk dat mijn zoontje van 3 de boodschappen doet."
2020-06-21 12:35:33.595342,2020-06-18 11:50:31+00:00,2020,6,18,3,11,50,1273583869753724930,1273583869753724930,jelleprins,1.273583081321042e+18,16546619.0,[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nl,GHengeveld,20709019,20709019,889,1484,1750,"@jelleprins @picnic @JumboSupermarkt @albertheijn Geen ervaring met die van Jumbo of AH, maar die van Picnic is so gebruiksvriendelijk dat mijn zoontje van 3 de boodschappen doet."
2020-06-21 12:35:33.416523,2020-06-18 11:50:31+00:00,2020,6,18,3,11,50,1273583869753724930,1273583869753724930,jelleprins,1.273583081321042e+18,16546619.0,[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nl,GHengeveld,20709019,20709019,889,1484,1750,"@jelleprins @picnic @JumboSupermarkt @albertheijn Geen ervaring met die van Jumbo of AH, maar die van Picnic is so gebruiksvriendelijk dat mijn zoontje van 3 de boodschappen doet."
2020-06-21 12:35:32.930924,2020-06-18 11:50:31+00:00,2020,6,18,3,11,50,1273583869753724930,1273583869753724930,jelleprins,1.273583081321042e+18,16546619.0,[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nl,GHengeveld,20709019,20709019,889,1484,1750,"@jelleprins @picnic @JumboSupermarkt @albertheijn Geen ervaring met die van Jumbo of AH, maar die van Picnic is so gebruiksvriendelijk dat mijn zoontje van 3 de boodschappen doet."
2020-06-21 12:35:32.735951,2020-06-18 11:50:31+00:00,2020,6,18,3,11,50,1273583869753724930,1273583869753724930,jelleprins,1.273583081321042e+18,16546619.0,[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nl,GHengeveld,20709019,20709019,889,1484,1750,"@jelleprins @picnic @JumboSupermarkt @albertheijn Geen ervaring met die van Jumbo of AH, maar die van Picnic is so gebruiksvriendelijk dat mijn zoontje van 3 de boodschappen doet."
2020-06-21 12:35:32.567425,2020-06-18 11:50:31+00:00,2020,6,18,3,11,50,1273583869753724930,1273583869753724930,jelleprins,1.273583081321042e+18,16546619.0,[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nl,GHengeveld,20709019,20709019,889,1484,1750,"@jelleprins @picnic @JumboSupermarkt @albertheijn Geen ervaring met die van Jumbo of AH, maar die van Picnic is so gebruiksvriendelijk dat mijn zoontje van 3 de boodschappen doet."
2020-06-21 12:35:34.170421,2020-06-18 11:50:31+00:00,2020,6,18,3,11,50,1273583869753724930,1273583869753724930,jelleprins,1.273583081321042e+18,16546619.0,[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nl,GHengeveld,20709019,20709019,889,1484,1750,"@jelleprins @picnic @JumboSupermarkt @albertheijn Geen ervaring met die van Jumbo of AH, maar die van Picnic is so gebruiksvriendelijk dat mijn zoontje van 3 de boodschappen doet."
2020-06-21 12:35:32.378369,2020-06-18 11:50:31+00:00,2020,6,18,3,11,50,1273583869753724930,1273583869753724930,jelleprins,1.273583081321042e+18,16546619.0,[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",nl,GHengeveld,20709019,20709019,889,1484,1750,"@jelleprins @picnic @JumboSupermarkt @albertheijn Geen ervaring met die van Jumbo of AH, maar die van Picnic is so gebruiksvriendelijk dat mijn zoontje van 3 de boodschappen doet."
